"original_idx1","original_idx2","celltype1","celltype2"
5098,6147,"cd4naivet","tactivated"
5098,1450,"cd4naivet","cd14mono"
5098,1525,"cd4naivet","cd14mono"
5099,7152,"cd4naivet","cd14mono"
5099,1795,"cd4naivet","cd4memoryt"
5100,4522,"cd14mono","cd4memoryt"
5100,1067,"cd14mono","cd8t"
5100,5910,"cd14mono","cd8t"
5100,2301,"cd14mono","cd8t"
5101,2932,"cd16mono","cd14mono"
5104,566,"cd4naivet","cd14mono"
5105,4749,"nk","tactivated"
5106,210,"cd4memoryt","cd16mono"
5106,4064,"cd4memoryt","dc"
5108,1289,"cd14mono","cd16mono"
5108,6353,"cd14mono","mk"
5108,4753,"cd14mono","bactivated"
5109,837,"cd14mono","nk"
5110,6528,"cd14mono","cd4naivet"
5111,1324,"cd4naivet","cd14mono"
5111,190,"cd4naivet","nk"
5111,82,"cd4naivet","tactivated"
5111,5776,"cd4naivet","cd4memoryt"
5112,7353,"cd14mono","cd4naivet"
5112,7023,"cd14mono","cd4naivet"
5112,6044,"cd14mono","cd8t"
5113,2053,"cd4naivet","cd16mono"
5114,6136,"tactivated","cd4naivet"
5114,1077,"tactivated","cd14mono"
5114,7322,"tactivated","dc"
5114,1204,"tactivated","cd14mono"
5115,6248,"cd4memoryt","cd4naivet"
5115,51,"cd4memoryt","cd14mono"
5115,3307,"cd4memoryt","cd14mono"
5116,7110,"cd16mono","cd4naivet"
5117,4116,"cd4memoryt","dc"
5117,2034,"cd4memoryt","cd4naivet"
5118,5381,"b","cd14mono"
5118,3799,"b","tactivated"
5118,5410,"b","cd14mono"
5118,4865,"b","cd8t"
5119,3139,"cd4naivet","cd4memoryt"
5120,4826,"tactivated","cd14mono"
5121,2742,"cd16mono","dc"
5121,2278,"cd16mono","cd4naivet"
5121,3959,"cd16mono","cd4memoryt"
5121,3282,"cd16mono","bactivated"
5122,5475,"cd4naivet","dc"
5123,6356,"bactivated","cd14mono"
5123,3327,"bactivated","b"
5123,2375,"bactivated","dc"
5123,7307,"bactivated","cd4memoryt"
5124,978,"cd4naivet","cd4memoryt"
5125,3140,"cd14mono","nk"
5126,5022,"cd14mono","cd16mono"
5127,3505,"cd4naivet","cd8t"
5127,5799,"cd4naivet","nk"
5127,4188,"cd4naivet","nk"
5129,995,"cd4naivet","nk"
5129,1039,"cd4naivet","cd4memoryt"
5129,6639,"cd4naivet","cd16mono"
5129,2715,"cd4naivet","cd14mono"
5135,3954,"cd14mono","tactivated"
5136,3522,"cd14mono","cd4memoryt"
5136,6739,"cd14mono","cd16mono"
5137,5365,"cd4memoryt","tactivated"
5138,5699,"cd4memoryt","cd14mono"
5138,2146,"cd4memoryt","bactivated"
5138,1527,"cd4memoryt","cd14mono"
5138,2986,"cd4memoryt","cd14mono"
5140,1889,"cd14mono","cd4naivet"
5142,5657,"cd4naivet","cd4memoryt"
5142,3499,"cd4naivet","cd4memoryt"
5142,3793,"cd4naivet","cd14mono"
5142,4681,"cd4naivet","tactivated"
5142,448,"cd4naivet","dc"
5143,6809,"cd16mono","b"
5143,3487,"cd16mono","cd4memoryt"
5143,178,"cd16mono","cd4memoryt"
5144,4602,"cd4memoryt","cd4naivet"
5144,1322,"cd4memoryt","cd14mono"
5144,563,"cd4memoryt","cd14mono"
5144,4828,"cd4memoryt","cd16mono"
5144,4072,"cd4memoryt","nk"
5145,3661,"cd14mono","pdc"
5145,7242,"cd14mono","cd4naivet"
5146,6787,"cd14mono","bactivated"
5147,2972,"cd14mono","cd4memoryt"
5148,6640,"cd4memoryt","cd4naivet"
5148,879,"cd4memoryt","dc"
5148,5059,"cd4memoryt","cd14mono"
5149,1888,"cd16mono","nk"
5149,5821,"cd16mono","cd4memoryt"
5150,3222,"cd14mono","tactivated"
5150,256,"cd14mono","nk"
5152,6069,"cd4naivet","cd4memoryt"
5153,4128,"cd4naivet","cd14mono"
5153,5133,"cd4naivet","cd4memoryt"
5155,1661,"b","cd4memoryt"
5155,3298,"b","tactivated"
5155,6216,"b","cd4memoryt"
5156,4096,"cd14mono","tactivated"
5156,1051,"cd14mono","cd4naivet"
5157,482,"cd14mono","cd4memoryt"
5157,1238,"cd14mono","cd16mono"
5157,2705,"cd14mono","dc"
5157,3217,"cd14mono","b"
5158,1352,"cd14mono","b"
5158,5938,"cd14mono","cd4memoryt"
5159,3529,"cd4naivet","cd14mono"
5159,3176,"cd4naivet","cd14mono"
5159,866,"cd4naivet","cd8t"
5159,5285,"cd4naivet","cd16mono"
5159,6375,"cd4naivet","cd8t"
5160,1282,"cd4memoryt","cd14mono"
5160,342,"cd4memoryt","cd14mono"
5160,1418,"cd4memoryt","cd4naivet"
5161,3709,"bactivated","cd4memoryt"
5161,7278,"bactivated","nk"
5161,3210,"bactivated","cd16mono"
5163,6864,"b","cd4naivet"
5164,1204,"cd4naivet","cd14mono"
5164,6771,"cd4naivet","cd14mono"
5164,2480,"cd4naivet","cd4memoryt"
5165,5086,"cd4memoryt","cd8t"
5165,166,"cd4memoryt","mk"
5165,7055,"cd4memoryt","tactivated"
5165,1631,"cd4memoryt","cd16mono"
5166,4203,"cd4naivet","cd8t"
5166,4372,"cd4naivet","cd8t"
5167,818,"dc","tactivated"
5167,3158,"dc","cd14mono"
5169,4076,"cd14mono","cd4naivet"
5169,4162,"cd14mono","cd16mono"
5170,6698,"cd8t","cd14mono"
5170,7186,"cd8t","b"
5170,2453,"cd8t","cd14mono"
5170,5430,"cd8t","cd4naivet"
5172,6685,"cd14mono","cd4naivet"
5175,6111,"cd4naivet","cd4memoryt"
5175,1508,"cd4naivet","cd14mono"
5175,4152,"cd4naivet","cd14mono"
5175,4731,"cd4naivet","cd4memoryt"
5175,1559,"cd4naivet","tactivated"
5177,7317,"cd14mono","tactivated"
5178,1576,"cd14mono","cd4memoryt"
5178,5219,"cd14mono","cd8t"
5178,4098,"cd14mono","cd16mono"
5178,2551,"cd14mono","cd16mono"
5179,2051,"tactivated","bactivated"
5179,5526,"tactivated","b"
5180,4784,"cd14mono","dc"
5181,2887,"cd8t","cd14mono"
5183,6583,"cd4naivet","cd4memoryt"
5183,3429,"cd4naivet","eryth"
5183,2943,"cd4naivet","cd14mono"
5183,5423,"cd4naivet","cd16mono"
5183,3546,"cd4naivet","bactivated"
5184,3763,"cd14mono","cd16mono"
5185,1181,"cd14mono","bactivated"
5187,4536,"tactivated","cd14mono"
5187,3294,"tactivated","cd14mono"
5188,6204,"cd4naivet","bactivated"
5188,2720,"cd4naivet","cd4memoryt"
5189,3477,"cd16mono","cd4naivet"
5189,264,"cd16mono","mk"
5189,2205,"cd16mono","cd4memoryt"
5189,1770,"cd16mono","dc"
5190,6099,"cd4memoryt","cd14mono"
5190,1682,"cd4memoryt","mk"
5191,6762,"cd4memoryt","b"
5191,3307,"cd4memoryt","cd14mono"
5191,51,"cd4memoryt","cd14mono"
5192,6651,"tactivated","mk"
5192,3892,"tactivated","bactivated"
5192,215,"tactivated","cd16mono"
5193,3796,"cd4memoryt","cd14mono"
5193,6339,"cd4memoryt","cd14mono"
5193,1575,"cd4memoryt","cd8t"
5193,3374,"cd4memoryt","cd4naivet"
5193,1174,"cd4memoryt","dc"
5195,3580,"cd8t","cd14mono"
5195,3812,"cd8t","cd14mono"
5195,184,"cd8t","cd16mono"
5195,4532,"cd8t","cd14mono"
5196,2894,"bactivated","tactivated"
5196,4920,"bactivated","cd14mono"
5197,3119,"cd4naivet","cd14mono"
5197,3652,"cd4naivet","cd14mono"
5197,4991,"cd4naivet","mk"
5197,4529,"cd4naivet","cd14mono"
5198,121,"cd4naivet","pdc"
5198,5271,"cd4naivet","cd14mono"
5199,5605,"cd4memoryt","cd4naivet"
5199,4690,"cd4memoryt","bactivated"
5199,342,"cd4memoryt","cd14mono"
5200,5979,"cd4naivet","cd16mono"
5200,5619,"cd4naivet","mk"
5200,3054,"cd4naivet","cd4memoryt"
5201,444,"nk","cd14mono"
5202,2462,"dc","cd4naivet"
5203,3474,"cd4naivet","cd4memoryt"
5203,5587,"cd4naivet","cd14mono"
5203,4036,"cd4naivet","b"
5204,870,"cd14mono","cd4naivet"
5204,2088,"cd14mono","cd4naivet"
5206,2199,"cd16mono","dc"
5206,4123,"cd16mono","cd8t"
5207,4108,"nk","bactivated"
5207,5368,"nk","mk"
5208,1068,"cd16mono","cd14mono"
5209,5801,"cd4naivet","cd14mono"
5209,2456,"cd4naivet","cd14mono"
5209,2838,"cd4naivet","cd4memoryt"
5210,4574,"b","cd14mono"
5210,7323,"b","cd14mono"
5210,7066,"b","cd14mono"
5210,2244,"b","tactivated"
5211,7071,"cd14mono","cd4memoryt"
5211,1853,"cd14mono","b"
5214,1834,"cd14mono","dc"
5214,5054,"cd14mono","cd4naivet"
5215,6253,"mk","b"
5215,4524,"mk","cd4naivet"
5215,4813,"mk","cd14mono"
5217,4860,"b","cd8t"
5217,1367,"b","cd4memoryt"
5217,4710,"b","tactivated"
5217,1804,"b","mk"
5217,351,"b","nk"
5219,601,"cd8t","cd14mono"
5219,3109,"cd8t","cd4memoryt"
5220,1668,"cd4memoryt","cd4naivet"
5220,6458,"cd4memoryt","cd16mono"
5221,6810,"cd14mono","cd4naivet"
5221,3587,"cd14mono","cd8t"
5222,419,"cd8t","cd14mono"
5222,5037,"cd8t","cd14mono"
5222,5841,"cd8t","cd14mono"
5223,6410,"cd14mono","cd16mono"
5226,5066,"cd4memoryt","cd14mono"
5226,1219,"cd4memoryt","nk"
5228,6424,"cd16mono","cd4naivet"
5229,2373,"cd4naivet","cd4memoryt"
5229,93,"cd4naivet","cd14mono"
5229,6742,"cd4naivet","cd8t"
5230,5066,"cd4memoryt","cd14mono"
5230,4602,"cd4memoryt","cd4naivet"
5230,2307,"cd4memoryt","cd4naivet"
5232,6110,"cd4naivet","cd4memoryt"
5233,2161,"cd14mono","cd4naivet"
5233,6932,"cd14mono","cd8t"
5234,646,"cd14mono","cd4memoryt"
5235,4874,"cd16mono","cd14mono"
5235,5460,"cd16mono","bactivated"
5236,874,"cd14mono","cd4memoryt"
5237,7333,"b","nk"
5238,3111,"nk","cd14mono"
5238,1932,"nk","cd14mono"
5238,3638,"nk","bactivated"
5240,1604,"b","cd4naivet"
5240,2470,"b","cd8t"
5240,4075,"b","dc"
5241,7252,"cd4naivet","tactivated"
5241,5724,"cd4naivet","cd4memoryt"
5242,3413,"b","bactivated"
5242,4065,"b","cd14mono"
5242,3864,"b","cd14mono"
5243,9,"cd14mono","cd8t"
5243,6739,"cd14mono","cd16mono"
5243,7258,"cd14mono","cd4naivet"
5245,3469,"cd4memoryt","cd4naivet"
5246,2984,"b","cd8t"
5246,964,"b","cd8t"
5248,4525,"cd4memoryt","bactivated"
5248,1349,"cd4memoryt","cd14mono"
5248,438,"cd4memoryt","cd14mono"
5249,6216,"b","cd4memoryt"
5249,5381,"b","cd14mono"
5250,1005,"cd14mono","cd16mono"
5251,3070,"cd14mono","cd4naivet"
5251,677,"cd14mono","dc"
5254,201,"nk","cd14mono"
5254,7244,"nk","cd4naivet"
5255,3408,"b","cd4memoryt"
5255,1842,"b","tactivated"
5256,4957,"cd14mono","cd4naivet"
5256,1053,"cd14mono","cd4naivet"
5256,2656,"cd14mono","cd4memoryt"
5257,2443,"cd4naivet","cd14mono"
5257,2432,"cd4naivet","b"
5257,2219,"cd4naivet","tactivated"
5257,4758,"cd4naivet","cd16mono"
5259,5030,"cd14mono","cd16mono"
5259,5054,"cd14mono","cd4naivet"
5259,3786,"cd14mono","tactivated"
5261,6530,"cd4naivet","b"
5261,2691,"cd4naivet","cd14mono"
5261,3676,"cd4naivet","cd14mono"
5262,1280,"cd14mono","b"
5262,209,"cd14mono","dc"
5262,3589,"cd14mono","cd4naivet"
5263,5303,"cd4memoryt","cd14mono"
5263,2534,"cd4memoryt","cd14mono"
5263,5086,"cd4memoryt","cd8t"
5263,7301,"cd4memoryt","cd14mono"
5264,6197,"cd14mono","b"
5267,3404,"cd4naivet","dc"
5267,7161,"cd4naivet","cd14mono"
5267,4309,"cd4naivet","cd14mono"
5267,3175,"cd4naivet","cd4memoryt"
5268,7449,"b","cd4naivet"
5268,7066,"b","cd14mono"
5268,6467,"b","cd14mono"
5269,6103,"cd4naivet","cd16mono"
5269,5846,"cd4naivet","dc"
5271,4857,"cd14mono","mk"
5271,2922,"cd14mono","cd4naivet"
5272,914,"cd14mono","cd4memoryt"
5273,3856,"cd4naivet","cd16mono"
5274,3560,"cd4memoryt","dc"
5274,1713,"cd4memoryt","nk"
5274,4742,"cd4memoryt","cd16mono"
5276,2601,"bactivated","cd4naivet"
5276,3711,"bactivated","cd4naivet"
5276,3272,"bactivated","cd14mono"
5276,3292,"bactivated","cd14mono"
5276,7312,"bactivated","cd16mono"
5277,1687,"pdc","nk"
5278,2822,"cd4memoryt","cd14mono"
5279,406,"bactivated","cd14mono"
5279,335,"bactivated","cd4memoryt"
5283,3909,"cd4naivet","cd14mono"
5283,7416,"cd4naivet","dc"
5283,5322,"cd4naivet","cd14mono"
5283,2443,"cd4naivet","cd14mono"
5283,2747,"cd4naivet","cd14mono"
5284,7224,"dc","cd14mono"
5285,6116,"cd16mono","cd14mono"
5286,6775,"cd16mono","cd14mono"
5287,3091,"cd14mono","cd16mono"
5288,6415,"cd4memoryt","cd8t"
5288,3319,"cd4memoryt","cd14mono"
5288,2034,"cd4memoryt","cd4naivet"
5288,6261,"cd4memoryt","cd4naivet"
5289,5597,"cd14mono","cd8t"
5289,1383,"cd14mono","cd4memoryt"
5291,7002,"cd14mono","b"
5292,625,"cd14mono","cd4memoryt"
5292,4026,"cd14mono","cd4naivet"
5293,4893,"cd8t","cd4memoryt"
5294,7076,"cd14mono","tactivated"
5294,2732,"cd14mono","nk"
5295,3813,"b","cd4naivet"
5296,5588,"cd8t","cd14mono"
5297,5510,"cd14mono","cd16mono"
5298,2751,"cd16mono","cd14mono"
5298,5847,"cd16mono","cd14mono"
5298,7198,"cd16mono","b"
5299,26,"cd4naivet","cd14mono"
5299,4645,"cd4naivet","dc"
5299,5093,"cd4naivet","cd4memoryt"
5300,6290,"cd4naivet","bactivated"
5300,3803,"cd4naivet","cd4memoryt"
5300,6361,"cd4naivet","cd14mono"
5301,3673,"tactivated","b"
5302,2172,"cd4memoryt","cd8t"
5302,1302,"cd4memoryt","cd4naivet"
5302,2222,"cd4memoryt","cd14mono"
5302,2034,"cd4memoryt","cd4naivet"
5303,3615,"cd14mono","nk"
5303,5139,"cd14mono","mk"
5303,4005,"cd14mono","cd4memoryt"
5303,21,"cd14mono","cd8t"
5304,5679,"cd14mono","nk"
5304,6048,"cd14mono","cd16mono"
5304,6341,"cd14mono","b"
5304,661,"cd14mono","cd8t"
5305,1830,"cd8t","tactivated"
5305,1943,"cd8t","tactivated"
5305,3559,"cd8t","cd14mono"
5305,584,"cd8t","cd14mono"
5306,6614,"cd14mono","cd16mono"
5307,4074,"cd4memoryt","bactivated"
5307,5798,"cd4memoryt","cd14mono"
5307,6751,"cd4memoryt","cd16mono"
5309,353,"cd14mono","cd4memoryt"
5311,4088,"cd4naivet","cd14mono"
5313,4434,"cd4memoryt","cd14mono"
5315,3539,"cd14mono","cd8t"
5316,507,"tactivated","cd4memoryt"
5316,1451,"tactivated","cd4naivet"
5317,3134,"cd14mono","cd16mono"
5319,92,"cd4naivet","cd4memoryt"
5319,5979,"cd4naivet","cd16mono"
5320,5954,"cd8t","cd14mono"
5323,2855,"bactivated","cd4naivet"
5323,7108,"bactivated","mk"
5324,1213,"cd4naivet","cd14mono"
5325,1660,"cd4naivet","cd14mono"
5325,2614,"cd4naivet","nk"
5325,2417,"cd4naivet","cd8t"
5326,1300,"cd14mono","nk"
5329,600,"cd14mono","cd4memoryt"
5329,6497,"cd14mono","b"
5329,625,"cd14mono","cd4memoryt"
5330,5292,"cd8t","cd14mono"
5331,6004,"cd8t","cd4memoryt"
5331,3570,"cd8t","cd16mono"
5331,5215,"cd8t","mk"
5331,5551,"cd8t","cd14mono"
5331,5981,"cd8t","cd14mono"
5332,5497,"cd4memoryt","cd4naivet"
5332,1378,"cd4memoryt","nk"
5333,4481,"cd14mono","cd4memoryt"
5334,3712,"cd4naivet","cd16mono"
5334,1724,"cd4naivet","b"
5334,5409,"cd4naivet","cd14mono"
5334,7319,"cd4naivet","bactivated"
5335,5918,"cd4memoryt","cd16mono"
5335,5071,"cd4memoryt","cd16mono"
5335,2794,"cd4memoryt","mk"
5335,503,"cd4memoryt","cd16mono"
5336,1889,"cd14mono","cd4naivet"
5337,3766,"tactivated","b"
5338,7423,"nk","bactivated"
5340,4209,"cd4naivet","cd14mono"
5340,2958,"cd4naivet","bactivated"
5340,6624,"cd4naivet","cd16mono"
5340,2309,"cd4naivet","cd8t"
5341,5754,"cd4naivet","dc"
5341,4877,"cd4naivet","cd14mono"
5341,6313,"cd4naivet","bactivated"
5341,6180,"cd4naivet","cd16mono"
5342,5107,"cd16mono","cd14mono"
5343,152,"cd14mono","bactivated"
5344,7039,"cd8t","dc"
5344,5606,"cd8t","cd4naivet"
5344,7235,"cd8t","cd14mono"
5345,5330,"cd16mono","cd8t"
5345,468,"cd16mono","b"
5345,178,"cd16mono","cd4memoryt"
5345,3487,"cd16mono","cd4memoryt"
5346,3655,"cd4naivet","cd14mono"
5346,1025,"cd4naivet","nk"
5346,2965,"cd4naivet","nk"
5346,1150,"cd4naivet","cd16mono"
5347,4852,"cd14mono","b"
5348,4241,"cd4naivet","dc"
5348,6552,"cd4naivet","b"
5348,7450,"cd4naivet","tactivated"
5349,4786,"cd16mono","cd14mono"
5349,7123,"cd16mono","cd4naivet"
5351,6703,"cd4memoryt","pdc"
5352,5343,"cd4naivet","cd14mono"
5352,7245,"cd4naivet","cd16mono"
5352,5395,"cd4naivet","cd14mono"
5353,1658,"cd14mono","cd4memoryt"
5353,3199,"cd14mono","tactivated"
5353,5344,"cd14mono","cd8t"
5353,5845,"cd14mono","cd4memoryt"
5354,3742,"cd4memoryt","cd14mono"
5354,673,"cd4memoryt","cd14mono"
5354,187,"cd4memoryt","cd14mono"
5354,4801,"cd4memoryt","dc"
5355,2812,"cd4memoryt","cd14mono"
5355,5645,"cd4memoryt","cd16mono"
5356,5110,"dc","cd14mono"
5357,988,"cd4memoryt","cd4naivet"
5357,1257,"cd4memoryt","cd14mono"
5358,5855,"cd4memoryt","cd16mono"
5358,400,"cd4memoryt","tactivated"
5358,1298,"cd4memoryt","cd14mono"
5358,5989,"cd4memoryt","tactivated"
5359,6819,"cd14mono","b"
5361,2930,"cd4naivet","cd14mono"
5361,4370,"cd4naivet","b"
5361,5913,"cd4naivet","cd14mono"
5362,5634,"cd4naivet","cd14mono"
5362,1217,"cd4naivet","bactivated"
5362,7331,"cd4naivet","cd14mono"
5364,1618,"dc","nk"
5365,4007,"tactivated","cd4naivet"
5365,5090,"tactivated","cd14mono"
5365,4025,"tactivated","cd14mono"
5365,5732,"tactivated","cd16mono"
5367,2779,"tactivated","bactivated"
5368,5382,"mk","cd14mono"
5368,3012,"mk","b"
5369,7091,"mk","b"
5369,6882,"mk","b"
5369,4644,"mk","cd14mono"
5369,5438,"mk","cd4naivet"
5370,5131,"cd4naivet","dc"
5371,353,"cd14mono","cd4memoryt"
5371,5717,"cd14mono","b"
5371,6988,"cd14mono","tactivated"
5371,2506,"cd14mono","b"
5372,3664,"cd14mono","b"
5372,7300,"cd14mono","cd4naivet"
5372,320,"cd14mono","cd4memoryt"
5373,3890,"cd4memoryt","cd14mono"
5374,187,"cd4memoryt","cd14mono"
5374,2073,"cd4memoryt","mk"
5375,3371,"cd4naivet","cd14mono"
5375,3223,"cd4naivet","cd14mono"
5376,2429,"cd4naivet","cd14mono"
5376,4150,"cd4naivet","cd14mono"
5377,5533,"cd4naivet","nk"
5377,5913,"cd4naivet","cd14mono"
5377,3184,"cd4naivet","b"
5378,7113,"dc","cd14mono"
5378,603,"dc","cd14mono"
5378,4001,"dc","cd4memoryt"
5379,6651,"tactivated","mk"
5381,4733,"cd14mono","cd4naivet"
5381,5279,"cd14mono","bactivated"
5382,5054,"cd14mono","cd4naivet"
5382,2738,"cd14mono","cd4naivet"
5382,3615,"cd14mono","nk"
5383,2819,"cd14mono","nk"
5384,1204,"tactivated","cd14mono"
5384,2480,"tactivated","cd4memoryt"
5384,2315,"tactivated","cd4memoryt"
5385,1500,"dc","cd14mono"
5387,1201,"cd4memoryt","cd4naivet"
5387,4711,"cd4memoryt","cd14mono"
5387,2827,"cd4memoryt","b"
5388,7007,"cd4memoryt","cd14mono"
5388,4952,"cd4memoryt","cd14mono"
5389,4465,"cd14mono","nk"
5390,431,"dc","cd14mono"
5390,7129,"dc","cd16mono"
5391,5703,"cd14mono","cd4naivet"
5391,2656,"cd14mono","cd4memoryt"
5392,6433,"cd4naivet","cd8t"
5392,2494,"cd4naivet","cd4memoryt"
5395,5770,"cd14mono","bactivated"
5395,1311,"cd14mono","dc"
5395,2972,"cd14mono","cd4memoryt"
5396,1266,"cd4naivet","dc"
5396,7372,"cd4naivet","cd16mono"
5396,1967,"cd4naivet","cd14mono"
5397,1457,"cd4memoryt","cd4naivet"
5397,4645,"cd4memoryt","dc"
5398,7202,"cd14mono","cd4memoryt"
5398,4880,"cd14mono","cd4naivet"
5398,3087,"cd14mono","cd8t"
5398,2197,"cd14mono","cd4memoryt"
5398,6810,"cd14mono","cd4naivet"
5399,917,"cd14mono","bactivated"
5399,597,"cd14mono","cd4memoryt"
5399,6385,"cd14mono","cd4memoryt"
5400,3603,"cd4naivet","cd14mono"
5400,3168,"cd4naivet","cd14mono"
5401,4379,"cd4memoryt","cd14mono"
5401,3273,"cd4memoryt","b"
5402,2865,"cd4memoryt","dc"
5402,3270,"cd4memoryt","cd4naivet"
5402,2986,"cd4memoryt","cd14mono"
5402,5565,"cd4memoryt","cd14mono"
5402,2517,"cd4memoryt","cd14mono"
5404,173,"cd4naivet","cd14mono"
5404,702,"cd4naivet","cd14mono"
5405,5318,"tactivated","mk"
5405,7160,"tactivated","dc"
5405,1531,"tactivated","cd4naivet"
5405,2277,"tactivated","cd14mono"
5405,965,"tactivated","cd14mono"
5406,3524,"cd8t","cd4naivet"
5406,7406,"cd8t","cd16mono"
5407,2453,"cd8t","cd14mono"
5407,2934,"cd8t","cd14mono"
5407,4423,"cd8t","cd14mono"
5407,2599,"cd8t","b"
5407,1523,"cd8t","cd14mono"
5408,4828,"cd4memoryt","cd16mono"
5408,1657,"cd4memoryt","cd14mono"
5408,4249,"cd4memoryt","bactivated"
5408,2459,"cd4memoryt","cd14mono"
5409,1814,"cd14mono","cd8t"
5410,6411,"cd14mono","b"
5414,5252,"nk","cd14mono"
5414,6432,"nk","cd14mono"
5419,3294,"tactivated","cd14mono"
5419,6515,"tactivated","cd14mono"
5419,4388,"tactivated","cd16mono"
5419,5232,"tactivated","cd4naivet"
5420,2708,"cd4naivet","tactivated"
5422,3827,"cd4naivet","pdc"
5422,1211,"cd4naivet","cd14mono"
5423,6683,"cd16mono","cd4memoryt"
5423,228,"cd16mono","cd14mono"
5423,924,"cd16mono","cd4naivet"
5423,3121,"cd16mono","cd4memoryt"
5424,2222,"cd4memoryt","cd14mono"
5424,6008,"cd4memoryt","cd4naivet"
5424,6261,"cd4memoryt","cd4naivet"
5424,5365,"cd4memoryt","tactivated"
5424,2235,"cd4memoryt","cd4naivet"
5425,494,"cd4naivet","cd4memoryt"
5425,6040,"cd4naivet","cd14mono"
5426,1955,"cd4naivet","nk"
5427,1118,"b","cd14mono"
5427,6633,"b","dc"
5428,5320,"pdc","cd8t"
5428,6007,"pdc","cd14mono"
5428,1216,"pdc","dc"
5428,6198,"pdc","cd4memoryt"
5429,2873,"cd4naivet","cd16mono"
5429,5716,"cd4naivet","cd14mono"
5429,507,"cd4naivet","cd4memoryt"
5432,4128,"cd4naivet","cd14mono"
5433,1735,"cd4memoryt","cd16mono"
5434,643,"cd14mono","cd16mono"
5435,2106,"b","cd4memoryt"
5435,7061,"b","cd4memoryt"
5436,1952,"cd4naivet","cd14mono"
5436,3712,"cd4naivet","cd16mono"
5436,97,"cd4naivet","b"
5436,5499,"cd4naivet","cd14mono"
5437,1216,"pdc","dc"
5438,1390,"cd4naivet","cd8t"
5439,2757,"b","cd4naivet"
5440,3239,"tactivated","cd16mono"
5440,215,"tactivated","cd16mono"
5441,1559,"cd4naivet","tactivated"
5441,2835,"cd4naivet","cd4memoryt"
5441,1404,"cd4naivet","nk"
5441,1425,"cd4naivet","tactivated"
5441,1716,"cd4naivet","cd4memoryt"
5442,4829,"cd4memoryt","b"
5442,2146,"cd4memoryt","bactivated"
5442,1680,"cd4memoryt","cd4naivet"
5442,1056,"cd4memoryt","cd8t"
5443,6444,"cd14mono","cd4naivet"
5443,5938,"cd14mono","cd4memoryt"
5444,3462,"nk","cd16mono"
5444,6540,"nk","b"
5444,7162,"nk","cd14mono"
5445,3962,"b","cd14mono"
5446,3851,"cd4naivet","cd14mono"
5446,3024,"cd4naivet","cd14mono"
5446,7366,"cd4naivet","dc"
5447,5402,"cd14mono","cd4memoryt"
5448,4077,"cd8t","cd4memoryt"
5448,266,"cd8t","cd16mono"
5449,1212,"cd14mono","cd16mono"
5449,6016,"cd14mono","tactivated"
5449,1584,"cd14mono","nk"
5450,2472,"cd14mono","cd4memoryt"
5452,6498,"cd4naivet","cd14mono"
5452,1146,"cd4naivet","cd14mono"
5452,4047,"cd4naivet","b"
5452,4019,"cd4naivet","dc"
5453,4864,"cd14mono","cd4memoryt"
5453,4455,"cd14mono","nk"
5455,3837,"cd14mono","cd4naivet"
5456,6719,"cd14mono","cd4naivet"
5456,3828,"cd14mono","b"
5456,1245,"cd14mono","tactivated"
5457,1676,"cd4memoryt","b"
5457,4836,"cd4memoryt","cd4naivet"
5458,2061,"cd14mono","pdc"
5459,6193,"cd4naivet","tactivated"
5459,2944,"cd4naivet","cd8t"
5459,666,"cd4naivet","cd4memoryt"
5460,6082,"bactivated","nk"
5461,997,"cd4naivet","nk"
5462,3856,"cd4naivet","cd16mono"
5464,2242,"cd4memoryt","cd8t"
5466,3793,"cd4naivet","cd14mono"
5466,1673,"cd4naivet","cd4memoryt"
5467,2175,"cd4naivet","dc"
5467,3654,"cd4naivet","cd14mono"
5468,1760,"cd14mono","tactivated"
5468,5196,"cd14mono","bactivated"
5469,1024,"cd8t","cd14mono"
5470,6822,"cd4naivet","tactivated"
5471,5704,"cd4naivet","cd16mono"
5471,4359,"cd4naivet","cd8t"
5471,2708,"cd4naivet","tactivated"
5471,5310,"cd4naivet","cd14mono"
5473,4893,"cd8t","cd4memoryt"
5473,194,"cd8t","bactivated"
5475,1480,"dc","cd14mono"
5475,7385,"dc","cd14mono"
5475,6568,"dc","tactivated"
5475,5854,"dc","cd4naivet"
5476,863,"bactivated","cd14mono"
5477,115,"nk","cd4memoryt"
5479,4280,"cd4naivet","cd14mono"
5479,2489,"cd4naivet","cd14mono"
5479,6276,"cd4naivet","cd14mono"
5480,4100,"cd8t","nk"
5480,410,"cd8t","b"
5480,4712,"cd8t","cd14mono"
5481,1047,"cd14mono","cd4naivet"
5481,5658,"cd14mono","cd16mono"
5481,7086,"cd14mono","cd4memoryt"
5481,1366,"cd14mono","dc"
5483,5868,"cd4naivet","cd14mono"
5483,6844,"cd4naivet","cd4memoryt"
5483,7153,"cd4naivet","cd4memoryt"
5483,2541,"cd4naivet","tactivated"
5484,5688,"cd14mono","cd4memoryt"
5486,5278,"cd14mono","cd4memoryt"
5487,3599,"cd4naivet","dc"
5489,656,"bactivated","dc"
5489,7307,"bactivated","cd4memoryt"
5489,3327,"bactivated","b"
5491,6814,"cd4naivet","cd8t"
5492,4412,"cd14mono","nk"
5495,7133,"mk","cd4naivet"
5495,4980,"mk","cd4naivet"
5495,268,"mk","cd4memoryt"
